partition_datetime,mean_price
2022-09-01T06:00:00Z,7
2022-09-01T06:05:00Z,7
2022-09-01T06:10:00Z,7
2022-09-01T06:15:00Z,7
2022-09-01T06:20:00Z,7
2022-09-01T06:25:00Z,7.019575681152228
2022-09-01T06:30:00Z,7.37479330307129
2022-09-01T06:35:00Z,9.528782961878871
2022-09-01T06:40:00Z,12.19552343205505
2022-09-01T06:45:00Z,15.601547232354802
2022-09-01T06:50:00Z,18.927349230354782
2022-09-01T06:55:00Z,24.043864390209706
2022-09-01T07:00:00Z,27.065746916713525
2022-09-01T07:05:00Z,28.609071694789122
2022-09-01T07:10:00Z,30.158597432428113
2022-09-01T07:15:00Z,32.1899874705511
2022-09-01T07:20:00Z,34.20446120537363
2022-09-01T07:25:00Z,33.95934585039961
2022-09-01T07:30:00Z,31.607571401155326
2022-09-01T07:35:00Z,29.12161343515947
2022-09-01T07:40:00Z,28.86945611067661
2022-09-01T07:45:00Z,27.602759265499703
2022-09-01T07:50:00Z,31.37516401369596
2022-09-01T07:55:00Z,28.91702019890621
2022-09-01T08:00:00Z,29.647450578146447
2022-09-01T08:05:00Z,31.535331908842117
2022-09-01T08:10:00Z,34.76030643917571
2022-09-01T08:15:00Z,35.53769325162964
2022-09-01T08:20:00Z,37.481198333600545
2022-09-01T08:25:00Z,40.27701699281419
2022-09-01T08:30:00Z,43.52207272708882
2022-09-01T08:35:00Z,46.30529179355187
2022-09-01T08:40:00Z,43.17423518093957
2022-09-01T08:45:00Z,36.657808702949566
2022-09-01T08:50:00Z,32.52838312169261
2022-09-01T08:55:00Z,27.33897142656526
2022-09-01T09:00:00Z,20.817017259759446
2022-09-01T09:05:00Z,17.36167939580955
2022-09-01T09:10:00Z,15.803971047793697
2022-09-01T09:15:00Z,13.74426800897315
2022-09-01T09:20:00Z,10.399669645535322
2022-09-01T09:25:00Z,9.28042337835856
2022-09-01T09:30:00Z,8.668022615511372
2022-09-01T09:35:00Z,7.885560463400525
2022-09-01T09:40:00Z,7.039981735235417
2022-09-01T09:45:00Z,7.055376806654177
2022-09-01T09:50:00Z,7.0505937170870645
2022-09-01T09:55:00Z,7
2022-09-01T10:00:00Z,7
2022-09-01T10:05:00Z,7
2022-09-01T10:10:00Z,7
2022-09-01T10:15:00Z,7
2022-09-01T10:20:00Z,7
2022-09-01T10:25:00Z,7
2022-09-01T10:30:00Z,7
2022-09-01T10:35:00Z,7
2022-09-01T10:40:00Z,7
2022-09-01T10:45:00Z,7
2022-09-01T10:50:00Z,7
2022-09-01T10:55:00Z,7
2022-09-01T11:00:00Z,7
2022-09-01T11:05:00Z,7
2022-09-01T11:10:00Z,7
2022-09-01T11:15:00Z,7
2022-09-01T11:20:00Z,7
2022-09-01T11:25:00Z,7
2022-09-01T11:30:00Z,7
2022-09-01T11:35:00Z,7
2022-09-01T11:40:00Z,7
2022-09-01T11:45:00Z,7
2022-09-01T11:50:00Z,7
2022-09-01T11:55:00Z,7
2022-09-01T12:00:00Z,7
2022-09-01T12:05:00Z,7
2022-09-01T12:10:00Z,7
2022-09-01T12:15:00Z,7
2022-09-01T12:20:00Z,7
2022-09-01T12:25:00Z,7
2022-09-01T12:30:00Z,7
2022-09-01T12:35:00Z,7
2022-09-01T12:40:00Z,7
2022-09-01T12:45:00Z,7
2022-09-01T12:50:00Z,7
2022-09-01T12:55:00Z,7
2022-09-02T06:00:00Z,7
2022-09-02T06:05:00Z,7
2022-09-02T06:10:00Z,7
2022-09-02T06:15:00Z,7
2022-09-02T06:20:00Z,7
2022-09-02T06:25:00Z,7
2022-09-02T06:30:00Z,7
2022-09-02T06:35:00Z,7
2022-09-02T06:40:00Z,7
2022-09-02T06:45:00Z,7
2022-09-02T06:50:00Z,7
2022-09-02T06:55:00Z,7
2022-09-02T07:00:00Z,7
2022-09-02T07:05:00Z,7
2022-09-02T07:10:00Z,7
2022-09-02T07:15:00Z,7
2022-09-02T07:20:00Z,7
2022-09-02T07:25:00Z,7
2022-09-02T07:30:00Z,7
2022-09-02T07:35:00Z,7
2022-09-02T07:40:00Z,7
2022-09-02T07:45:00Z,7
2022-09-02T07:50:00Z,7
2022-09-02T07:55:00Z,7
2022-09-02T08:00:00Z,7
2022-09-02T08:05:00Z,7
2022-09-02T08:10:00Z,7
2022-09-02T08:15:00Z,7
2022-09-02T08:20:00Z,7
2022-09-02T08:25:00Z,7
2022-09-02T08:30:00Z,7
2022-09-02T08:35:00Z,7
2022-09-02T08:40:00Z,7
2022-09-02T08:45:00Z,7
2022-09-02T08:50:00Z,7
2022-09-02T08:55:00Z,7
2022-09-02T09:00:00Z,7
2022-09-02T09:05:00Z,7
2022-09-02T09:10:00Z,7
2022-09-02T09:15:00Z,7
2022-09-02T09:20:00Z,7
2022-09-02T09:25:00Z,7
2022-09-02T09:30:00Z,7
2022-09-02T09:35:00Z,7
2022-09-02T09:40:00Z,7
2022-09-02T09:45:00Z,7
2022-09-02T09:50:00Z,7
2022-09-02T09:55:00Z,7
2022-09-02T10:00:00Z,7
2022-09-02T10:05:00Z,7
2022-09-02T10:10:00Z,7
2022-09-02T10:15:00Z,7
2022-09-02T10:20:00Z,7
2022-09-02T10:25:00Z,7
2022-09-02T10:30:00Z,7
2022-09-02T10:35:00Z,7
2022-09-02T10:40:00Z,7
2022-09-02T10:45:00Z,7
2022-09-02T10:50:00Z,7
2022-09-02T10:55:00Z,7
2022-09-02T11:00:00Z,7
2022-09-02T11:05:00Z,7
2022-09-02T11:10:00Z,7
2022-09-02T11:15:00Z,7
2022-09-02T11:20:00Z,7
2022-09-02T11:25:00Z,7
2022-09-02T11:30:00Z,7
2022-09-02T11:35:00Z,7
2022-09-02T11:40:00Z,7
2022-09-02T11:45:00Z,7
2022-09-02T11:50:00Z,7
2022-09-02T11:55:00Z,7
2022-09-02T12:00:00Z,7
2022-09-02T12:05:00Z,7
2022-09-02T12:10:00Z,7
2022-09-02T12:15:00Z,7
2022-09-02T12:20:00Z,7
2022-09-02T12:25:00Z,7
2022-09-02T12:30:00Z,7
2022-09-02T12:35:00Z,7
2022-09-02T12:40:00Z,7
2022-09-02T12:45:00Z,7
2022-09-02T12:50:00Z,7
2022-09-02T12:55:00Z,7
2022-09-03T06:00:00Z,7
2022-09-03T06:05:00Z,7
2022-09-03T06:10:00Z,7
2022-09-03T06:15:00Z,7
2022-09-03T06:20:00Z,7
2022-09-03T06:25:00Z,7
2022-09-03T06:30:00Z,7
2022-09-03T06:35:00Z,7
2022-09-03T06:40:00Z,7
2022-09-03T06:45:00Z,7
2022-09-03T06:50:00Z,7
2022-09-03T06:55:00Z,7
2022-09-03T07:00:00Z,7
2022-09-03T07:05:00Z,7
2022-09-03T07:10:00Z,7
2022-09-03T07:15:00Z,7
2022-09-03T07:20:00Z,7
2022-09-03T07:25:00Z,7
2022-09-03T07:30:00Z,7
2022-09-03T07:35:00Z,7
2022-09-03T07:40:00Z,7
2022-09-03T07:45:00Z,7
2022-09-03T07:50:00Z,7
2022-09-03T07:55:00Z,7
2022-09-03T08:00:00Z,7
2022-09-03T08:05:00Z,7
2022-09-03T08:10:00Z,7
2022-09-03T08:15:00Z,7
2022-09-03T08:20:00Z,7
2022-09-03T08:25:00Z,7
2022-09-03T08:30:00Z,7
2022-09-03T08:35:00Z,7
2022-09-03T08:40:00Z,7
2022-09-03T08:45:00Z,7
2022-09-03T08:50:00Z,7
2022-09-03T08:55:00Z,7
2022-09-03T09:00:00Z,7
2022-09-03T09:05:00Z,7
2022-09-03T09:10:00Z,7
2022-09-03T09:15:00Z,7
2022-09-03T09:20:00Z,7
2022-09-03T09:25:00Z,7
2022-09-03T09:30:00Z,7
2022-09-03T09:35:00Z,7
2022-09-03T09:40:00Z,7
2022-09-03T09:45:00Z,7
2022-09-03T09:50:00Z,7
2022-09-03T09:55:00Z,7
2022-09-03T10:00:00Z,7
2022-09-03T10:05:00Z,7
2022-09-03T10:10:00Z,7
2022-09-03T10:15:00Z,7
2022-09-03T10:20:00Z,7
2022-09-03T10:25:00Z,7
2022-09-03T10:30:00Z,7
2022-09-03T10:35:00Z,7
2022-09-03T10:40:00Z,7
2022-09-03T10:45:00Z,7
2022-09-03T10:50:00Z,7
2022-09-03T10:55:00Z,7
2022-09-03T11:00:00Z,7
2022-09-03T11:05:00Z,7
2022-09-03T11:10:00Z,7
2022-09-03T11:15:00Z,7
2022-09-03T11:20:00Z,7
2022-09-03T11:25:00Z,7
2022-09-03T11:30:00Z,7
2022-09-03T11:35:00Z,7
2022-09-03T11:40:00Z,7
2022-09-03T11:45:00Z,7
2022-09-03T11:50:00Z,7
2022-09-03T11:55:00Z,7
2022-09-03T12:00:00Z,7
2022-09-03T12:05:00Z,7
2022-09-03T12:10:00Z,7
2022-09-03T12:15:00Z,7
2022-09-03T12:20:00Z,7
2022-09-03T12:25:00Z,7
2022-09-03T12:30:00Z,7
2022-09-03T12:35:00Z,7
2022-09-03T12:40:00Z,7
2022-09-03T12:45:00Z,7
2022-09-03T12:50:00Z,7
2022-09-03T12:55:00Z,7
2022-09-04T06:00:00Z,7
2022-09-04T06:05:00Z,7
2022-09-04T06:10:00Z,7
2022-09-04T06:15:00Z,7
2022-09-04T06:20:00Z,7
2022-09-04T06:25:00Z,7.087115179847611
2022-09-04T06:30:00Z,7.614637501557543
2022-09-04T06:35:00Z,10.024138075232246
2022-09-04T06:40:00Z,13.199994139432796
2022-09-04T06:45:00Z,20.011322769645954
2022-09-04T06:50:00Z,23.765473661942522
2022-09-04T06:55:00Z,30.281927130369105
2022-09-04T07:00:00Z,36.767920223805326
2022-09-04T07:05:00Z,42.66252815461812
2022-09-04T07:10:00Z,49.02837466763161
2022-09-04T07:15:00Z,51.84223076160252
2022-09-04T07:20:00Z,53.48658026338736
2022-09-04T07:25:00Z,50.11434707649031
2022-09-04T07:30:00Z,48.93459629750892
2022-09-04T07:35:00Z,43.351294559098385
2022-09-04T07:40:00Z,43.59808859556702
2022-09-04T07:45:00Z,43.69108923081278
2022-09-04T07:50:00Z,49.943696269738936
2022-09-04T07:55:00Z,42.52780923125454
2022-09-04T08:00:00Z,42.30655090481393
2022-09-04T08:05:00Z,43.115094665994626
2022-09-04T08:10:00Z,46.01427356153577
2022-09-04T08:15:00Z,46.33794741302648
2022-09-04T08:20:00Z,45.97956883150613
2022-09-04T08:25:00Z,44.12148083816154
2022-09-04T08:30:00Z,43.834836086542104
2022-09-04T08:35:00Z,47.077731793947294
2022-09-04T08:40:00Z,46.72792046629939
2022-09-04T08:45:00Z,45.55488195372056
2022-09-04T08:50:00Z,43.79342566898374
2022-09-04T08:55:00Z,39.50214262616162
2022-09-04T09:00:00Z,34.44361145733207
2022-09-04T09:05:00Z,29.482707218520993
2022-09-04T09:10:00Z,26.599719195592755
2022-09-04T09:15:00Z,22.69842044887123
2022-09-04T09:20:00Z,20.031770794611877
2022-09-04T09:25:00Z,15.792555382998858
2022-09-04T09:30:00Z,15.266064659607938
2022-09-04T09:35:00Z,13.577763295317618
2022-09-04T09:40:00Z,12.1585983619763
2022-09-04T09:45:00Z,9.325426431932826
2022-09-04T09:50:00Z,9.606484145152471
2022-09-04T09:55:00Z,7.777891970937695
2022-09-04T10:00:00Z,7.406466184145398
2022-09-04T10:05:00Z,7.121840913857624
2022-09-04T10:10:00Z,7.360810870044521
2022-09-04T10:15:00Z,7.072711881891929
2022-09-04T10:20:00Z,7
2022-09-04T10:25:00Z,7
2022-09-04T10:30:00Z,7
2022-09-04T10:35:00Z,7.014452672031085
2022-09-04T10:40:00Z,7.061351753404893
2022-09-04T10:45:00Z,7
2022-09-04T10:50:00Z,7
2022-09-04T10:55:00Z,7
2022-09-04T11:00:00Z,7
2022-09-04T11:05:00Z,7
2022-09-04T11:10:00Z,7
2022-09-04T11:15:00Z,7
2022-09-04T11:20:00Z,7
2022-09-04T11:25:00Z,7
2022-09-04T11:30:00Z,7
2022-09-04T11:35:00Z,7
2022-09-04T11:40:00Z,7
2022-09-04T11:45:00Z,7
2022-09-04T11:50:00Z,7
2022-09-04T11:55:00Z,7
2022-09-04T12:00:00Z,7
2022-09-04T12:05:00Z,7
2022-09-04T12:10:00Z,7
2022-09-04T12:15:00Z,7
2022-09-04T12:20:00Z,7
2022-09-04T12:25:00Z,7
2022-09-04T12:30:00Z,7
2022-09-04T12:35:00Z,7
2022-09-04T12:40:00Z,7
2022-09-04T12:45:00Z,7
2022-09-04T12:50:00Z,7
2022-09-04T12:55:00Z,7
2022-09-05T06:00:00Z,7
2022-09-05T06:05:00Z,7
2022-09-05T06:10:00Z,7
2022-09-05T06:15:00Z,7
2022-09-05T06:20:00Z,7
2022-09-05T06:25:00Z,7.347315724046072
2022-09-05T06:30:00Z,10.045752208602709
2022-09-05T06:35:00Z,13.284228510675266
2022-09-05T06:40:00Z,19.41580750087756
2022-09-05T06:45:00Z,23.40901992080023
2022-09-05T06:50:00Z,27.11593070200635
2022-09-05T06:55:00Z,30.796119840384545
2022-09-05T07:00:00Z,34.39457346208791
2022-09-05T07:05:00Z,40.02660819367051
2022-09-05T07:10:00Z,44.57906285082898
2022-09-05T07:15:00Z,49.46817480671255
2022-09-05T07:20:00Z,52.22620480752964
2022-09-05T07:25:00Z,53.32861553720948
2022-09-05T07:30:00Z,53.412070187717006
2022-09-05T07:35:00Z,52.88186882108719
2022-09-05T07:40:00Z,54.08790659309616
2022-09-05T07:45:00Z,55.170002142219836
2022-09-05T07:50:00Z,52.970494669997365
2022-09-05T07:55:00Z,50.92111672958716
2022-09-05T08:00:00Z,54.6648124003319
2022-09-05T08:05:00Z,56.005617352046045
2022-09-05T08:10:00Z,59.63704399550623
2022-09-05T08:15:00Z,63.841940292245205
2022-09-05T08:20:00Z,69.60438966919914
2022-09-05T08:25:00Z,71.71801569285947
2022-09-05T08:30:00Z,71.9671080990625
2022-09-05T08:35:00Z,74.3802608942201
2022-09-05T08:40:00Z,75.1256760231248
2022-09-05T08:45:00Z,74.50244213518899
2022-09-05T08:50:00Z,73.49786183761483
2022-09-05T08:55:00Z,70.5727765445787
2022-09-05T09:00:00Z,68.94949822377325
2022-09-05T09:05:00Z,66.9548782363062
2022-09-05T09:10:00Z,64.7294751062342
2022-09-05T09:15:00Z,61.54284604675584
2022-09-05T09:20:00Z,57.35438764848186
2022-09-05T09:25:00Z,54.62590169182255
2022-09-05T09:30:00Z,50.75532804191485
2022-09-05T09:35:00Z,49.451885727167635
2022-09-05T09:40:00Z,46.52034176571472
2022-09-05T09:45:00Z,38.97497419948279
2022-09-05T09:50:00Z,31.7017102597
2022-09-05T09:55:00Z,24.36537646266822
2022-09-05T10:00:00Z,19.295855715909163
2022-09-05T10:05:00Z,15.580864025972552
2022-09-05T10:10:00Z,12.52958120904266
2022-09-05T10:15:00Z,10.802965781507062
2022-09-05T10:20:00Z,12.634630151663169
2022-09-05T10:25:00Z,15.310407512515027
2022-09-05T10:30:00Z,18.436935920997932
2022-09-05T10:35:00Z,14.647713458707734
2022-09-05T10:40:00Z,9.91173084605613
2022-09-05T10:45:00Z,7.965162135441946
2022-09-05T10:50:00Z,7.066398265465372
2022-09-05T10:55:00Z,7
2022-09-05T11:00:00Z,7
2022-09-05T11:05:00Z,7
2022-09-05T11:10:00Z,7
2022-09-05T11:15:00Z,7
2022-09-05T11:20:00Z,7
2022-09-05T11:25:00Z,7
2022-09-05T11:30:00Z,7
2022-09-05T11:35:00Z,7
2022-09-05T11:40:00Z,7
2022-09-05T11:45:00Z,7
2022-09-05T11:50:00Z,7
2022-09-05T11:55:00Z,7
2022-09-05T12:00:00Z,7
2022-09-05T12:05:00Z,7
2022-09-05T12:10:00Z,7
2022-09-05T12:15:00Z,7
2022-09-05T12:20:00Z,7
2022-09-05T12:25:00Z,7
2022-09-05T12:30:00Z,7
2022-09-05T12:35:00Z,7
2022-09-05T12:40:00Z,7
2022-09-05T12:45:00Z,7
2022-09-05T12:50:00Z,7
2022-09-05T12:55:00Z,7
2022-09-06T06:00:00Z,7
2022-09-06T06:05:00Z,7
2022-09-06T06:10:00Z,7
2022-09-06T06:15:00Z,7
2022-09-06T06:20:00Z,7
2022-09-06T06:25:00Z,7.212506739587935
2022-09-06T06:30:00Z,7.523291773889317
2022-09-06T06:35:00Z,12.823438618434075
2022-09-06T06:40:00Z,18.426125080697688
2022-09-06T06:45:00Z,22.671743234632057
2022-09-06T06:50:00Z,25.991894385275792
2022-09-06T06:55:00Z,29.250674355177132
2022-09-06T07:00:00Z,35.53565918268324
2022-09-06T07:05:00Z,41.13497177067445
2022-09-06T07:10:00Z,44.893254459638655
2022-09-06T07:15:00Z,47.89026258439812
2022-09-06T07:20:00Z,50.31448399907656
2022-09-06T07:25:00Z,48.53385753728593
2022-09-06T07:30:00Z,46.94990237518109
2022-09-06T07:35:00Z,44.13421384493805
2022-09-06T07:40:00Z,44.13180758760682
2022-09-06T07:45:00Z,45.71112905158776
2022-09-06T07:50:00Z,48.01350824029614
2022-09-06T07:55:00Z,46.2346771670988
2022-09-06T08:00:00Z,54.36254149082831
2022-09-06T08:05:00Z,56.20894431898617
2022-09-06T08:10:00Z,67.45305517000014
2022-09-06T08:15:00Z,74.94519136761633
2022-09-06T08:20:00Z,76.80498497342275
2022-09-06T08:25:00Z,78.96160928475865
2022-09-06T08:30:00Z,84.09810362983585
2022-09-06T08:35:00Z,86.21007932245891
2022-09-06T08:40:00Z,85.29289172134554
2022-09-06T08:45:00Z,84.66817425554258
2022-09-06T08:50:00Z,82.4863458438219
2022-09-06T08:55:00Z,78.54332383629857
2022-09-06T09:00:00Z,75.60667097610614
2022-09-06T09:05:00Z,75.34334418749039
2022-09-06T09:10:00Z,68.49513676394953
2022-09-06T09:15:00Z,62.5996061998106
2022-09-06T09:20:00Z,55.43248115843319
2022-09-06T09:25:00Z,50.35928697554747
2022-09-06T09:30:00Z,48.119000197143215
2022-09-06T09:35:00Z,46.96963633694753
2022-09-06T09:40:00Z,44.679402727105014
2022-09-06T09:45:00Z,39.45003525863804
2022-09-06T09:50:00Z,30.31954365131491
2022-09-06T09:55:00Z,22.120304314265358
2022-09-06T10:00:00Z,14.844298243300615
2022-09-06T10:05:00Z,13.20030678576153
2022-09-06T10:10:00Z,11.232123870430641
2022-09-06T10:15:00Z,9.999599379667483
2022-09-06T10:20:00Z,7.848653701214701
2022-09-06T10:25:00Z,8.365981433964519
2022-09-06T10:30:00Z,9.62470344280662
2022-09-06T10:35:00Z,8.03305528012748
2022-09-06T10:40:00Z,7.98414987401667
2022-09-06T10:45:00Z,7.236423028214728
2022-09-06T10:50:00Z,7
2022-09-06T10:55:00Z,7
2022-09-06T11:00:00Z,7
2022-09-06T11:05:00Z,7
2022-09-06T11:10:00Z,7
2022-09-06T11:15:00Z,7
2022-09-06T11:20:00Z,7
2022-09-06T11:25:00Z,7
2022-09-06T11:30:00Z,7
2022-09-06T11:35:00Z,7
2022-09-06T11:40:00Z,7
2022-09-06T11:45:00Z,7
2022-09-06T11:50:00Z,7
2022-09-06T11:55:00Z,7
2022-09-06T12:00:00Z,7
2022-09-06T12:05:00Z,7
2022-09-06T12:10:00Z,7
2022-09-06T12:15:00Z,7
2022-09-06T12:20:00Z,7
2022-09-06T12:25:00Z,7
2022-09-06T12:30:00Z,7
2022-09-06T12:35:00Z,7
2022-09-06T12:40:00Z,7
2022-09-06T12:45:00Z,7
2022-09-06T12:50:00Z,7
2022-09-06T12:55:00Z,7
2022-09-07T06:00:00Z,7
2022-09-07T06:05:00Z,7
2022-09-07T06:10:00Z,7
2022-09-07T06:15:00Z,7
2022-09-07T06:20:00Z,7
2022-09-07T06:25:00Z,7.037241805029534
2022-09-07T06:30:00Z,9.009960386241412
2022-09-07T06:35:00Z,14.216483620159783
2022-09-07T06:40:00Z,19.590731148367837
2022-09-07T06:45:00Z,23.579775834774697
2022-09-07T06:50:00Z,24.965299013930597
2022-09-07T06:55:00Z,28.64606377662581
2022-09-07T07:00:00Z,36.492674590663874
2022-09-07T07:05:00Z,41.61070078734061
2022-09-07T07:10:00Z,44.56454780315264
2022-09-07T07:15:00Z,43.07772179398969
2022-09-07T07:20:00Z,40.478138368134175
2022-09-07T07:25:00Z,42.59575491458865
2022-09-07T07:30:00Z,44.64092763057879
2022-09-07T07:35:00Z,42.45230153013633
2022-09-07T07:40:00Z,42.732653647678234
2022-09-07T07:45:00Z,45.001161966735935
2022-09-07T07:50:00Z,44.08266482610884
2022-09-07T07:55:00Z,46.58337888131081
2022-09-07T08:00:00Z,49.8011300888563
2022-09-07T08:05:00Z,50.85482794138586
2022-09-07T08:10:00Z,57.265457603457605
2022-09-07T08:15:00Z,59.97512760035771
2022-09-07T08:20:00Z,60.30350808473544
2022-09-07T08:25:00Z,65.10338376058377
2022-09-07T08:30:00Z,67.40861786383611
2022-09-07T08:35:00Z,70.68277654580017
2022-09-07T08:40:00Z,73.28037839634158
2022-09-07T08:45:00Z,74.00585513801296
2022-09-07T08:50:00Z,74.24910246863347
2022-09-07T08:55:00Z,71.69090582135513
